degree,age,income,edu
secondary,32,23999.99805,9
secondary,32,11999.99707,9
secondary,32,35000,9
secondary,32,31800.00977,9
secondary,32,42000,9
secondary,32,17999.99805,9
secondary,32,23999.99805,9
secondary,32,26000.00342,9
secondary,32,29999.99219,9
secondary,32,23999.99805,9
secondary,32,17999.99805,9
secondary,32,29999.99219,9
secondary,32,24959.99792,9
secondary,32,15000.00391,9
secondary,32,29999.99219,9
secondary,32,15200.00386,9
secondary,32,36699.98438,9
secondary,32,4999.999512,9
secondary,32,15000.00391,9
secondary,32,19907.42188,9
secondary,32,23999.99805,9
secondary,32,1499.999756,9
secondary,32,8400.000977,9
secondary,32,35999.98438,9
secondary,32,11999.99707,9
secondary,32,11999.99707,9
secondary,32,11999.99707,9
secondary,32,15000.00391,9
secondary,32,7000.000977,9
secondary,32,38499.98389,9
secondary,32,59999.98047,9
secondary,32,15000.00391,9
secondary,32,27000.00781,9
secondary,32,122999.9888,9
secondary,32,24199.998,9
secondary,32,1999.999878,9
secondary,32,23999.99805,9
secondary,32,15000.00391,9
secondary,32,35999.98438,9
secondary,32,35999.98438,9
secondary,32,29999.99219,9
secondary,32,29999.99219,9
secondary,32,20000.00391,9
secondary,32,48000.01172,9
secondary,32,51999.99316,9
secondary,32,35999.98438,9
secondary,32,29999.99219,9
secondary,32,20000.00391,9
secondary,32,23999.99805,9
secondary,32,23999.99805,9
secondary,32,4999.999512,9
secondary,32,20000.00391,9
secondary,32,20000.00391,9
secondary,32,20000.00391,9
secondary,32,11999.99707,9
secondary,32,18999.99811,9
secondary,32,38399.99612,9
secondary,32,30599.99414,9
secondary,32,7000.000977,9
secondary,32,44400.00391,9
secondary,32,2999.999023,9
secondary,32,4999.999512,9
secondary,32,54000.01172,9
secondary,32,22200,9
secondary,32,15000.00391,9
secondary,32,29999.99219,9
secondary,32,34200.00293,9
secondary,32,23999.99805,9
secondary,32,30499.99951,9
secondary,32,20000.00391,9
primary,32,23849.97266,6
primary,32,7400,6
primary,32,35999.98438,6
primary,32,29999.99219,6
primary,32,11999.99707,6
primary,32,10000.00293,6
primary,32,50000.00781,6
primary,32,10000.00293,6
primary,32,10000.00293,6
primary,32,50000.00781,6
primary,32,4000.001953,6
primary,32,48000.01172,6
primary,32,35000,6
primary,32,15100.0039,6
primary,32,20000.00391,6
primary,32,15000.00391,6
primary,32,15000.00391,6
primary,32,4800.000977,6
primary,32,14500.0039,6
primary,32,10000.00293,6
primary,32,45000.01563,6
primary,32,11999.99707,6
primary,32,23999.99805,6
primary,32,21599.99219,6
primary,32,23999.99805,6
primary,32,17999.99805,6
primary,32,24999.99414,6
primary,32,21599.99219,6
primary,32,17999.99805,6
primary,32,23999.99805,6
primary,32,17999.99805,6
primary,32,15600.00098,6
primary,32,4500.000488,6
primary,32,36100.80054,6
primary,32,700,6
primary,32,23999.99805,6
primary,32,27626.46621,6
primary,32,42000,6
primary,32,23999.99805,6
primary,32,2999.999023,6
primary,32,20000.00391,6
primary,32,11999.99707,6
primary,32,4000.001953,6
primary,32,2999.999023,6
noschool,32,10000.00293,0
noschool,32,23999.99805,0
noschool,32,29999.99219,0
phd,33,115999.9878,21
phd,33,90986.8125,21
phd,33,50000.00781,21
phd,33,99999.96484,21
phd,33,71999.96875,21
phd,33,103000.0146,21
phd,33,100000.0156,21
phd,33,51999.99707,21
master,33,250000,18
master,33,120000.0195,18
master,33,64500.01172,18
master,33,84999.98389,18
master,33,169999.999,18
master,33,139999.9717,18
master,33,149999.9531,18
master,33,39999.99609,18
master,33,35999.9917,18
master,33,101270.3785,18
master,33,42000,18
master,33,52550.00391,18
master,33,55000.00781,18
master,33,469999.8633,18
master,33,138999.9668,18
master,33,264999.9961,18
master,33,119999.9922,18
bachelor,33,80000.01465,16
bachelor,33,71999.96875,16
bachelor,33,130000.0078,16
bachelor,33,55844.03906,16
bachelor,33,59999.98047,16
bachelor,33,70999.98346,16
bachelor,33,75000.01465,16
bachelor,33,150000.0234,16
bachelor,33,59999.98047,16
bachelor,33,59999.98047,16
bachelor,33,41999.98389,16
bachelor,33,56149.34766,16
bachelor,33,54000.01172,16
bachelor,33,23999.99805,16
bachelor,33,49999.99902,16
bachelor,33,48500.01175,16
bachelor,33,37499.98447,16
bachelor,33,54000.01123,16
bachelor,33,29999.99219,16
bachelor,33,85399.98434,16
bachelor,33,35999.99707,16
bachelor,33,35999.98438,16
bachelor,33,17999.99805,16
bachelor,33,15600.00098,16
bachelor,33,23999.99805,16
bachelor,33,29999.99219,16
bachelor,33,44299.99991,16
bachelor,33,24999.99414,16
bachelor,33,32499.9917,16
bachelor,33,24599.99121,16
bachelor,33,20000.00391,16
bachelor,33,25000.00684,16
bachelor,33,77999.9834,16
bachelor,33,23999.99805,16
bachelor,33,53999.99707,16
bachelor,33,36999.98444,16
bachelor,33,20000.00391,16
bachelor,33,31599.9942,16
bachelor,33,27299.99658,16
bachelor,33,10000.00293,16
bachelor,33,20000.00391,16
bachelor,33,27599.99023,16
bachelor,33,39999.99609,16
bachelor,33,28000.01367,16
bachelor,33,24399.99802,16
bachelor,33,101000.0157,16
bachelor,33,102000.0155,16
bachelor,33,45601.91406,16
bachelor,33,50000.00781,16
bachelor,33,42009.74116,16
bachelor,33,48000.01172,16
bachelor,33,59999.98047,16
bachelor,33,100000.0156,16
bachelor,33,119999.957,16
bachelor,33,110000.0186,16
bachelor,33,10200.0011,16
bachelor,33,89999.97266,16
bachelor,33,30681.26027,16
bachelor,33,29999.99219,16
bachelor,33,80000.01465,16
bachelor,33,35799.99182,16
bachelor,33,46999.9873,16
bachelor,33,59999.98047,16
bachelor,33,54000.01172,16
bachelor,33,180000,16
bachelor,33,37799.99609,16
bachelor,33,39999.99609,16
bachelor,33,19850.00049,16
bachelor,33,30020.71381,16
bachelor,33,1999.999878,16
bachelor,33,26399.99316,16
bachelor,33,24999.99414,16
bachelor,33,24999.99414,16
bachelor,33,51000.00146,16
bachelor,33,32000.00732,16
bachelor,33,30899.99316,16
bachelor,33,23999.99805,16
bachelor,33,213199.9375,16
bachelor,33,64359.99371,16
bachelor,33,29999.99219,16
bachelor,33,79999.98438,16
bachelor,33,35000.00781,16
bachelor,33,29999.99219,16
bachelor,33,35000,16
bachelor,33,25199.99609,16
bachelor,33,26400.00098,16
bachelor,33,29999.99219,16
bachelor,33,59999.98047,16
bachelor,33,50000.00781,16
bachelor,33,34799.99927,16
bachelor,33,21599.99219,16
bachelor,33,4999.999512,16
bachelor,33,24999.99811,16
bachelor,33,37700.01172,16
bachelor,33,60100.01073,16
bachelor,33,5999.999512,16
bachelor,33,36923.99805,16
bachelor,33,27599.99023,16
bachelor,33,68000.01758,16
bachelor,33,55392.70313,16
bachelor,33,133600.0269,16
bachelor,33,73000.00586,16
bachelor,33,33399.9942,16
bachelor,33,27999.99316,16
bachelor,33,25799.98926,16
bachelor,33,34000.00098,16
bachelor,33,33999.99414,16
bachelor,33,48000.01172,16
bachelor,33,23999.99805,16
bachelor,33,50000.00781,16
bachelor,33,26399.99756,16
bachelor,33,97499.97632,16
bachelor,33,105299.976,16
bachelor,33,31999.99207,16
bachelor,33,28840.00269,16
bachelor,33,23999.99805,16
bachelor,33,10000.00293,16
bachelor,33,48318.30078,16
bachelor,33,50000.00781,16
bachelor,33,12099.99706,16
bachelor,33,26399.99805,16
bachelor,33,34799.99609,16
bachelor,33,45000.00781,16
bachelor,33,21400.00781,16
bachelor,33,51499.98804,16
bachelor,33,35000,16
associate,33,69999.9834,14
associate,33,33999.99414,14
associate,33,41999.99463,14
associate,33,2999.999023,14
associate,33,24235.99802,14
associate,33,45101.60283,14
associate,33,10199.99805,14
tech,33,36299.98441,14
tech,33,23999.99805,14
tech,33,35999.98438,14
associate,33,66000.01563,14
tech,33,38999.9834,14
associate,33,17999.99805,14
associate,33,48000.01172,14
tech,33,17999.99805,14
tech,33,29999.99512,14
associate,33,53209.46875,14
tech,33,54000.01172,14
associate,33,23999.99805,14
tech,33,29999.99219,14
tech,33,17999.99805,14
tech,33,27499.99405,14
associate,33,59999.98047,14
associate,33,29999.99219,14
associate,33,42499.99609,14
associate,33,17999.99805,14
tech,33,17999.99805,14
associate,33,10199.99902,14
associate,33,35000,14
associate,33,27000.00781,14
associate,33,20277.71094,14
associate,33,23999.99805,14
associate,33,29999.99219,14
tech,33,49000.01764,14
associate,33,15010.00478,14
associate,33,4999.999512,14
associate,33,30000.00293,14
associate,33,29999.99219,14
associate,33,23999.99805,14
associate,33,48000.01172,14
tech,33,60300.01077,14
associate,33,3599.999512,14
associate,33,23999.99805,14
associate,33,28199.99707,14
associate,33,20000.00391,14
tech,33,10000.00293,14
tech,33,23999.99805,14
associate,33,2749.999756,14
associate,33,1,14
associate,33,10000.00293,14
associate,33,47799.99658,14
associate,33,179999.9727,14
associate,33,11999.99707,14
tech,33,15800.00397,14
tech,33,31499.99194,14
associate,33,4000.001953,14
tech,33,71999.97754,14
tech,33,17999.99805,14
tech,33,50000.00781,14
associate,33,1999.999878,14
associate,33,52500.01465,14
tech,33,1999.999878,14
associate,33,26399.99805,14
tech,33,78000.00391,14
associate,33,14999.99609,14
associate,33,36699.98438,14
associate,33,106799.9609,14
associate,33,35000,14
associate,33,10500.00296,14
associate,33,31599.99219,14
tech,33,23999.99805,14
associate,33,20000.00391,14
tech,33,50000.00781,14
tech,33,39999.99609,14
associate,33,120000.0137,14
tech,33,81499.98413,14
tech,33,49999.99609,14
associate,33,25072.0024,14
associate,33,23999.99805,14
tech,33,59999.98047,14
associate,33,10000.00293,14
tech,33,23999.99805,14
associate,33,61399.98975,14
associate,33,35200.0011,14
tech,33,29999.99219,14
tech,33,23999.99805,14
tech,33,20000.00391,14
tech,33,23999.99805,14
associate,33,32499.9917,14
tech,33,1999.999878,14
tech,33,55000,14
tech,33,35999.98438,14
associate,33,39999.99609,14
associate,33,30249.99214,14
tech,33,20000.00391,14
tech,33,42000,14
tech,33,40999.99615,14
tech,33,5614.998047,14
tech,33,27300.00931,14
associate,33,56000.00397,14
associate,33,29999.99219,14
associate,33,20100.0039,14
associate,33,10250.00296,14
associate,33,65600.01166,14
associate,33,35999.98438,14
tech,33,20.76051712,14
associate,33,35999.98438,14
associate,33,25199.99609,14
associate,33,20000.00391,14
tech,33,41200.01367,14
tech,33,9000.000977,14
tech,33,27059.81445,14
tech,33,20000.00391,14
tech,33,25948.06445,14
tech,33,42300.01761,14
tech,33,39999.99512,14
associate,33,100209.8883,14
tech,33,18088.55664,14
associate,33,33599.9917,14
tech,33,60200.00293,14
tech,33,31200.00391,14
tech,33,1200.000122,14
tech,33,35999.98438,14
tech,33,23999.99805,14
tech,33,36799.9845,14
associate,33,29999.99219,14
associate,33,149999.9531,14
associate,33,149999.9531,14
tech,33,13799.99414,14
tech,33,23999.99805,14
tech,33,28199.99017,14
associate,33,79999.98438,14
associate,33,23999.99805,14
tech,33,24199.998,14
tech,33,35999.98438,14
associate,33,79999.98438,14
tech,33,62999.9917,14
tech,33,15119.99414,14
associate,33,30249.99222,14
tech,33,29950.00732,14
associate,33,57000.01074,14
tech,33,11999.99707,14
tech,33,11999.99707,14
tech,33,9000.000977,14
tech,33,39600.00781,14
tech,33,25499.9978,14
tech,33,36999.98444,14
tech,33,23999.99805,14
associate,33,84000,14
associate,33,28000,14
tech,33,35999.98438,14
tech,33,8491.817383,14
associate,33,29999.99219,14
associate,33,11999.99707,14
tech,33,13673.46973,14
tech,33,29999.99219,14
tech,33,714000.0737,14
associate,33,100000.0156,14
associate,33,29999.99219,14
tech,33,9000.000549,14
associate,33,95999.96484,14
associate,33,17999.99805,14
tech,33,241999.9491,14
associate,33,43000.00006,14
associate,33,19100.00194,14
tech,33,15600.00098,14
associate,33,15800.00394,14
tech,33,29999.99219,14
associate,33,15000.00391,14
tech,33,40000.01025,14
associate,33,55000.00781,14
associate,33,27264.00787,14
associate,33,29999.99219,14
associate,33,16800,14
tech,33,39999.99609,14
associate,33,35999.99176,14
tech,33,16449.99905,14
high,33,42000,12
high,33,11999.99707,12
high,33,43499.99414,12
high,33,17999.99805,12
high,33,23999.99805,12
high,33,39069.98341,12
high,33,22950.00586,12
high,33,10249.9989,12
high,33,12999.99512,12
high,33,35500.00293,12
high,33,11537.27441,12
high,33,34399.99426,12
high,33,18449.99805,12
high,33,1999.999878,12
high,33,33599.99603,12
high,33,59999.98047,12
high,33,55000.01855,12
high,33,21599.99219,12
high,33,20399.99414,12
high,33,20000.00391,12
high,33,29049.99756,12
high,33,4999.999512,12
high,33,172499.9683,12
high,33,30999.99225,12
high,33,15174.41406,12
high,33,15000.00391,12
high,33,28799.99561,12
high,33,15000.00391,12
high,33,45000.01563,12
high,33,20000.00391,12
high,33,24100.00269,12
high,33,48999.99219,12
high,33,26399.99805,12
high,33,20015.00747,12
high,33,23999.99805,12
high,33,30999.99225,12
high,33,35999.98438,12
high,33,36199.98433,12
high,33,17000.00586,12
high,33,48000.01172,12
high,33,23999.99805,12
high,33,24999.99414,12
high,33,24999.99414,12
high,33,25199.99817,12
high,33,65000.01172,12
high,33,17999.99805,12
high,33,4999.999512,12
high,33,23999.99805,12
high,33,53999.99023,12
high,33,43299.99756,12
high,33,29999.99219,12
high,33,106999.9839,12
high,33,23999.99805,12
high,33,23999.99805,12
high,33,21599.99219,12
high,33,75000.01563,12
high,33,35999.98438,12
high,33,20000.00391,12
high,33,31999.99207,12
high,33,23999.99805,12
high,33,29999.99219,12
high,33,50000.00781,12
secondary,33,2499.999512,9
secondary,33,61000.00684,9
secondary,33,59999.98047,9
secondary,33,19200,9
secondary,33,39999.99609,9
secondary,33,23999.99805,9
secondary,33,23999.99805,9
secondary,33,24999.99414,9
secondary,33,5500,9
secondary,33,23999.99805,9
secondary,33,35000,9
secondary,33,29999.99219,9
secondary,33,4999.999512,9
secondary,33,4999.999512,9
secondary,33,3499.999512,9
secondary,33,20000.00391,9
secondary,33,17999.99805,9
secondary,33,14982.25977,9
secondary,33,28.49615455,9
secondary,33,47499.99561,9
secondary,33,17999.99805,9
secondary,33,67400.01025,9
secondary,33,1499.999756,9
secondary,33,4000.001953,9
secondary,33,9267.558594,9
secondary,33,13199.99609,9
secondary,33,45000.01563,9
secondary,33,20000.00391,9
secondary,33,4999.999512,9
secondary,33,2650.000244,9
secondary,33,15075.00391,9
secondary,33,12249.99609,9
secondary,33,17999.99805,9
secondary,33,10000.00293,9
secondary,33,1999.999878,9
secondary,33,53999.99023,9
secondary,33,74999.98816,9
secondary,33,20000.00391,9
secondary,33,11100.0033,9
secondary,33,55000.00781,9
secondary,33,35500.00003,9
secondary,33,43839.67578,9
secondary,33,20000.00391,9
secondary,33,29999.99219,9
secondary,33,20999.99023,9
secondary,33,84999.98438,9
secondary,33,24049.99805,9
secondary,33,65999.97656,9
secondary,33,37999.98425,9
secondary,33,58600.00732,9
secondary,33,20000.00391,9
secondary,33,29999.99219,9
secondary,33,29999.99219,9
secondary,33,35000,9
secondary,33,31999.99207,9
secondary,33,108.2661638,9
secondary,33,99.99999237,9
secondary,33,35000,9
secondary,33,23999.99805,9
secondary,33,11999.99707,9
secondary,33,26906.67188,9
secondary,33,18000.00342,9
secondary,33,22000,9
secondary,33,40999.99615,9
secondary,33,21625.81836,9
secondary,33,20000.00391,9
secondary,33,39999.99609,9
secondary,33,20000.00391,9
secondary,33,20000.00391,9
secondary,33,35000,9
secondary,33,23343.90625,9
secondary,33,2600,9
secondary,33,11999.99707,9
secondary,33,29999.99219,9
secondary,33,38399.99219,9
secondary,33,15600.00098,9
secondary,33,65000.01172,9
secondary,33,12066.73535,9
secondary,33,35000,9
secondary,33,35000,9
secondary,33,42000,9
secondary,33,8000.000488,9
secondary,33,50000.0116,9
secondary,33,29999.99219,9
secondary,33,18600.00195,9
secondary,33,8400.000977,9
secondary,33,7200,9
secondary,33,7000.000977,9
secondary,33,11999.99707,9
secondary,33,12999.99512,9
secondary,33,23999.99805,9
secondary,33,15050.00378,9
secondary,33,30659.99225,9
secondary,33,10000.00293,9
secondary,33,53074.91016,9
secondary,33,23999.99805,9
secondary,33,15000.00391,9
secondary,33,24999.99414,9
secondary,33,34449.99414,9
secondary,33,2999.999023,9
secondary,33,29999.99219,9
secondary,33,23999.99805,9
secondary,33,79999.96094,9
secondary,33,7.297339201,9
secondary,33,28000,9
secondary,33,39999.99609,9
secondary,33,29999.99219,9
secondary,33,35999.98438,9
secondary,33,29999.99219,9
secondary,33,35999.98438,9
secondary,33,24001.36368,9
secondary,33,19800.00391,9
secondary,33,20000.00391,9
secondary,33,5999.999512,9
secondary,33,15600.00098,9
secondary,33,15000.00391,9
secondary,33,15150.00388,9
secondary,33,15000.00391,9
secondary,33,76999.96765,9
secondary,33,15000.00391,9
secondary,33,23999.99805,9
secondary,33,35999.98438,9
secondary,33,23999.99805,9
secondary,33,35000,9
secondary,33,23999.99805,9
secondary,33,7800.002441,9
secondary,33,18799.99817,9
secondary,33,24000.00098,9
secondary,33,14400.00391,9
secondary,33,17999.99805,9
secondary,33,23999.99805,9
secondary,33,29999.99219,9
secondary,33,29999.99219,9
secondary,33,35999.98438,9
secondary,33,4999.999512,9
secondary,33,14400.00391,9
secondary,33,700,9
secondary,33,1999.999878,9
secondary,33,33599.99219,9
secondary,33,23999.99805,9
secondary,33,23999.99805,9
secondary,33,20000.00391,9
secondary,33,45700.0039,9
secondary,33,29999.99219,9
secondary,33,12999.99512,9
secondary,33,17999.99805,9
secondary,33,20000.00391,9
secondary,33,42000,9
secondary,33,4000.001953,9
secondary,33,22000,9
secondary,33,35999.98438,9
secondary,33,11999.99707,9
secondary,33,2999.999023,9
secondary,33,11999.99707,9
secondary,33,25307.63086,9
secondary,33,34499.99231,9
secondary,33,2999.999023,9
secondary,33,25799.99411,9
secondary,33,26218.33789,9
secondary,33,15000.00391,9
secondary,33,24999.99414,9
secondary,33,11999.99707,9
secondary,33,29352.96289,9
secondary,33,8400.000977,9
secondary,33,3199.999756,9
primary,33,20000.00391,6
primary,33,8000.000488,6
primary,33,37499.98828,6
primary,33,15000.00391,6
primary,33,10000.00293,6
primary,33,59999.98047,6
primary,33,29999.99219,6
primary,33,18600.00195,6
primary,33,23999.99805,6
primary,33,16474.19141,6
primary,33,23999.99805,6
primary,33,1,6
primary,33,27599.99806,6
primary,33,24049.99805,6
primary,33,55450.00732,6
primary,33,55450.00732,6
primary,33,29999.99219,6
primary,33,23999.99805,6
primary,33,23999.99805,6
primary,33,15000.00391,6
primary,33,15000.00391,6
primary,33,21000.00397,6
primary,33,23999.99805,6
primary,33,22799.99023,6
primary,33,48000.01172,6
primary,33,23999.99805,6
primary,33,35000,6
primary,33,15000.00391,6
primary,33,20000.00391,6
primary,33,20000.00391,6
primary,33,10000.00293,6
primary,33,17999.99805,6
primary,33,13999.99414,6
primary,33,4500.000488,6
primary,33,4999.999512,6
primary,33,8500.001953,6
primary,33,11999.99707,6
primary,33,17999.99805,6
primary,33,15883.93164,6
primary,33,39959.99193,6
primary,33,20999.99023,6
primary,33,17999.99805,6
primary,33,20999.99023,6
primary,33,23999.99805,6
primary,33,5999.999512,6
primary,33,17000.00586,6
primary,33,35999.98438,6
primary,33,23999.99805,6
primary,33,25199.99609,6
primary,33,7200,6
primary,33,10000.00293,6
primary,33,20124.99219,6
primary,33,11999.99707,6
primary,33,30010.00879,6
primary,33,17999.99805,6
primary,33,48000.01172,6
primary,33,48000.01172,6
primary,33,20000.00391,6
primary,33,277499.957,6
primary,33,35999.98438,6
primary,33,12999.99512,6
primary,33,5999.998047,6
noschool,33,10000.00293,0
noschool,33,35999.98438,0
noschool,33,11999.99707,0
phd,34,105000.0313,21
phd,34,120000.0195,21
phd,34,35999.9917,21
phd,34,50000.00781,21
phd,34,23999.99805,21
master,34,79199.97754,18
master,34,84000,18
master,34,69999.9834,18
master,34,24999.99414,18
master,34,55000.00781,18
master,34,156000.0156,18
master,34,120000.0195,18
master,34,119999.957,18
master,34,59999.98047,18
master,34,72000.0116,18
master,34,70000.03125,18
master,34,88999.99951,18
master,34,254999.9492,18
master,34,39999.99512,18
master,34,48000.01172,18
bachelor,34,29999.99219,16
bachelor,34,30000.00098,16
bachelor,34,23999.99805,16
bachelor,34,285000.0156,16
bachelor,34,60000.01074,16
bachelor,34,29999.99219,16
bachelor,34,56430.21875,16
bachelor,34,29999.99219,16
bachelor,34,81600.00098,16
bachelor,34,52000.00293,16
bachelor,34,69199.98425,16
bachelor,34,34565.34766,16
bachelor,34,29999.99219,16
bachelor,34,40799.99609,16
bachelor,34,41999.99609,16
bachelor,34,52000.01367,16
bachelor,34,51000.00787,16
bachelor,34,44999.99609,16
bachelor,34,35000,16
bachelor,34,42249.99841,16
bachelor,34,20399.99414,16
bachelor,34,29099.99121,16
bachelor,34,49999.99902,16
bachelor,34,17999.99805,16
bachelor,34,33999.99219,16
bachelor,34,35999.98438,16
bachelor,34,50000.00781,16
bachelor,34,23999.99805,16
bachelor,34,35159.98438,16
bachelor,34,36120.00781,16
bachelor,34,16800,16
bachelor,34,61599.98035,16
bachelor,34,32999.99213,16
bachelor,34,31599.9942,16
bachelor,34,41799.99707,16
bachelor,34,102999.9639,16
bachelor,34,38656.00488,16
bachelor,34,39999.99609,16
bachelor,34,119999.9922,16
bachelor,34,308399.9619,16
bachelor,34,95.99998474,16
bachelor,34,119999.9922,16
bachelor,34,20399.99414,16
bachelor,34,3,16
bachelor,34,89999.9873,16
bachelor,34,46999.98389,16
bachelor,34,140000.0234,16
bachelor,34,80000.03418,16
bachelor,34,35999.99176,16
bachelor,34,86400.00342,16
bachelor,34,149999.9531,16
bachelor,34,98999.9668,16
bachelor,34,51499.99585,16
bachelor,34,79000.00488,16
bachelor,34,79000.00488,16
bachelor,34,149999.9531,16
bachelor,34,89999.96094,16
bachelor,34,75004.90254,16
bachelor,34,67029.02344,16
bachelor,34,25599.99414,16
bachelor,34,41999.99902,16
bachelor,34,120000.0195,16
bachelor,34,45000.00293,16
bachelor,34,33899.99365,16
bachelor,34,35199.99902,16
bachelor,34,45900.01172,16
bachelor,34,40002.76727,16
bachelor,34,23999.99805,16
bachelor,34,35999.98438,16
bachelor,34,42000,16
bachelor,34,35999.98438,16
bachelor,34,89999.96094,16
bachelor,34,35000,16
bachelor,34,35999.98438,16
bachelor,34,58000.01465,16
bachelor,34,24999.99414,16
bachelor,34,32250.01221,16
bachelor,34,22799.99023,16
bachelor,34,23349.99762,16
bachelor,34,20100.0039,16
bachelor,34,18000,16
bachelor,34,18000,16
bachelor,34,30599.99463,16
bachelor,34,29999.99219,16
bachelor,34,42499.99988,16
bachelor,34,4549.999878,16
bachelor,34,49200.01514,16
bachelor,34,42999.99902,16
bachelor,34,67000.01367,16
bachelor,34,26399.99805,16
bachelor,34,305000.0073,16
bachelor,34,11999.99707,16
bachelor,34,189999.9414,16
bachelor,34,23000.00293,16
bachelor,34,28099.99902,16
bachelor,34,29999.99219,16
bachelor,34,42000,16
bachelor,34,160000,16
bachelor,34,50800.00049,16
bachelor,34,8000.000488,16
bachelor,34,80000.03418,16
bachelor,34,20399.99414,16
bachelor,34,84000,16
bachelor,34,8000.000488,16
bachelor,34,27299.99658,16
bachelor,34,27299.99658,16
bachelor,34,128000.0293,16
bachelor,34,60100.01073,16
bachelor,34,57600.00098,16
bachelor,34,29999.99219,16
bachelor,34,11999.99707,16
bachelor,34,39999.99609,16
bachelor,34,23999.99805,16
bachelor,34,50000.00781,16
bachelor,34,29377.32617,16
bachelor,34,199999.9844,16
bachelor,34,43499.99976,16
bachelor,34,39999.99609,16
bachelor,34,39099.99512,16
bachelor,34,102999.9852,16
bachelor,34,23999.99805,16
bachelor,34,39999.99512,16
bachelor,34,29999.99219,16
bachelor,34,39799.99561,16
bachelor,34,48999.99463,16
bachelor,34,1000.000061,16
bachelor,34,49999.99902,16
bachelor,34,39999.99609,16
bachelor,34,41999.99597,16
bachelor,34,44399.9834,16
bachelor,34,40399.99207,16
bachelor,34,28800.00586,16
bachelor,34,42000,16
bachelor,34,61499.9939,16
associate,34,112999.9995,14
associate,34,36000.00635,14
tech,34,31.11771584,14
tech,34,59999.98047,14
associate,34,117999.9629,14
associate,34,17999.99805,14
associate,34,64999.97998,14
associate,34,29999.99219,14
associate,34,100000.0156,14
tech,34,60001.15005,14
associate,34,49999.99902,14
tech,34,23832.125,14
associate,34,60719.98065,14
associate,34,37599.99127,14
tech,34,44999.99561,14
associate,34,24999.99414,14
associate,34,32700.00006,14
tech,34,37499.98413,14
associate,34,72999.96881,14
tech,34,36999.98444,14
associate,34,38599.9942,14
associate,34,59999.98047,14
tech,34,1000.000061,14
associate,34,61000.00635,14
associate,34,10000.00293,14
tech,34,24999.99811,14
associate,34,39999.99609,14
associate,34,15500.00093,14
tech,34,16800,14
associate,34,35999.98438,14
tech,34,33799.99707,14
tech,34,36799.99609,14
associate,34,65000.01172,14
tech,34,15000.00391,14
associate,34,20000.00391,14
associate,34,23999.99805,14
associate,34,29999.99219,14
associate,34,25800.00586,14
associate,34,29000.00446,14
tech,34,19450.93555,14
associate,34,39799.99805,14
associate,34,39600.00781,14
associate,34,75000.01563,14
associate,34,29919.13086,14
associate,34,65000.01172,14
tech,34,59999.98047,14
associate,34,150000.0234,14
associate,34,50000.00781,14
associate,34,53999.99023,14
associate,34,65000.00684,14
associate,34,84000,14
associate,34,30499.99222,14
tech,34,13700.00293,14
tech,34,54500.0083,14
tech,34,29999.99219,14
tech,34,77999.99219,14
associate,34,25588.95428,14
associate,34,50499.99805,14
associate,34,29249.99658,14
associate,34,70399.98337,14
associate,34,23999.99805,14
associate,34,38999.9834,14
tech,34,134999.9883,14
associate,34,25999.99792,14
tech,34,19500.0033,14
associate,34,150005.9531,14
tech,34,30000.00488,14
associate,34,29599.99609,14
tech,34,1999.999878,14
associate,34,44399.99609,14
associate,34,140000.0625,14
associate,34,20600.00482,14
associate,34,37999.99268,14
tech,34,19650,14
associate,34,23999.99805,14
associate,34,36499.99146,14
tech,34,27599.99756,14
associate,34,54000.01172,14
associate,34,21599.99219,14
tech,34,20000.00391,14
tech,34,10000.00293,14
tech,34,50000.00781,14
tech,34,29999.99219,14
tech,34,20499.99413,14
tech,34,1599.999878,14
associate,34,100999.9961,14
tech,34,58000.0083,14
tech,34,22000,14
associate,34,49000.01178,14
tech,34,29999.99512,14
tech,34,17999.99805,14
associate,34,23999.99988,14
associate,34,18600.00195,14
associate,34,3499.999512,14
associate,34,45999.9873,14
tech,34,44999.99609,14
tech,34,25028.4397,14
tech,34,18599.99799,14
associate,34,47600.00146,14
associate,34,70000.01172,14
tech,34,23599.99207,14
tech,34,35999.99176,14
associate,34,22000,14
associate,34,71999.99219,14
tech,34,63000.00977,14
associate,34,68020.75781,14
associate,34,20000.00391,14
associate,34,23999.99805,14
tech,34,48000.01172,14
tech,34,22999.99512,14
associate,34,24000.00146,14
tech,34,29999.99219,14
associate,34,40999.98389,14
tech,34,21000.00397,14
tech,34,53000.00684,14
associate,34,75999.98145,14
associate,34,65000.01172,14
tech,34,30899.99231,14
associate,34,23399.99255,14
tech,34,29999.99219,14
tech,34,11999.99707,14
associate,34,35999.98438,14
associate,34,27414.98804,14
tech,34,17999.99805,14
associate,34,23999.99805,14
associate,34,35999.98438,14
associate,34,39599.99023,14
tech,34,10000.00293,14
associate,34,20000.00391,14
associate,34,59999.98047,14
associate,34,30000.00684,14
associate,34,54399.98239,14
tech,34,51600.01123,14
associate,34,48499.98682,14
associate,34,92519.96069,14
associate,34,47099.99706,14
associate,34,47000.00879,14
associate,34,30799.99695,14
associate,34,2499.999512,14
associate,34,29999.99219,14
associate,34,15600.00098,14
associate,34,23999.99805,14
tech,34,1499.999756,14
tech,34,31599.99219,14
associate,34,29999.99219,14
tech,34,44999.99902,14
associate,34,105999.9795,14
associate,34,26999.99707,14
